title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,publisher,ISBN_13
"Creative Coding in Python: 30+ Programming Projects in Art, Games, and More", Sheena Vaidyanathan,19.89,144,4.6,315.0,0.78,0.12,0.08,0.03,0.0,"Quarry Books; Illustrated edition (December 18, 2018)",29
Aprende Python en un fin de semana (Spanish Edition),,10.04,174,4.4,594.0,0.64,0.22,0.1,0.03,0.02,"Independently published (August 30, 2018)",978-1719884839
Python Aplicado (Spanish Edition), Eugenia Bahit,39.99,286,5.0,2.0,1.0,0.0,0.0,0.0,0.0,"Ebrc Publisher; 4th ed. edition (January 27, 2022)",978-1838190187
Black Hat Python: Python Programming for Hackers and Pentesters, Justin Seitz,34.95,192,4.6,505.0,0.76,0.14,0.05,0.03,0.02,"No Starch Press; 1st edition (December 21, 2014)",978-1593275907
The Art of Clean Code: Best Practices to Eliminate Complexity and Simplify Your Life, Christian Mayer,22.99,176,4.4,4.0,0.7,0.3,0.0,0.0,0.0,"No Starch Press (August 2, 2022)",978-1718502185
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION," Bradley N. Miller,  and , David L. Ranum",42.75,438,4.5,145.0,0.73,0.17,0.04,0.01,0.04,"Franklin, Beedle & Associates; 2nd edition (August 22, 2011)", 
Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit® code," Keeper L. Sharkey, Alain Chance, et al.",47.99,354,4.8,16.0,0.8,0.2,0.0,0.0,0.0,"Packt Publishing (May 20, 2022)", 
"Bioinformatics with Python Cookbook: Use modern Python libraries and applications to solve real-world computational biology problems, 3rd Edition", Tiago Antao,54.99,360,4.4,7.0,0.62,0.19,0.19,0.0,0.0,"Packt Publishing; 3rd ed. edition (September 27, 2022)", 
Boas and Pythons of the World," ""Mark OShea""",16.22,160,4.6,33.0,0.79,0.16,0.05,0.0,0.0,"Princeton University Press (April 24, 2011)",978-0691150154
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,,49.18,366,4.5,178.0,0.72,0.16,0.05,0.04,0.03,"O'Reilly Media; 1st edition (April 17, 2018)",978-1491989388
"Test-Driven Development with Python: Obey the Testing Goat: Using Django, Selenium, and JavaScript", Harry Percival,45.99,624,4.7,121.0,0.8,0.14,0.02,0.02,0.01,"O'Reilly Media; 2nd edition (August 31, 2017)",978-1491958704
Numerical Python in Astronomy and Astrophysics: A Practical Guide to Astrophysical Problem Solving (Undergraduate Lecture Notes in Physics),,53.92,260,4.7,15.0,0.81,0.1,0.09,0.0,0.0,"Springer; 1st ed. 2021 edition (July 15, 2021)",978-3030703462
"Code This Game!: Make Your Game Using Python, Then Break Your Game to Create a New One!"," Meg Ray, Odd Dot, et al.",18.8,320,4.4,101.0,0.68,0.16,0.1,0.04,0.03,"Odd Dot; Illustrated edition (September 3, 2019)",99
Bite-Size Python: An Introduction to Python Programming, April Speight,23.72,240,4.8,78.0,0.8,0.18,0.02,0.0,0.0,"Wiley; 1st edition (September 1, 2020)",978-1119643814
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning"," Alex J. Gutman,  and , Jordan Goldmeier",24.49,272,4.6,209.0,0.73,0.19,0.05,0.02,0.0,"Wiley; 1st edition (April 23, 2021)",978-1119741749
"The Python Bible Volume 5: Python For Finance (Stock Analysis, Trading, Share Prices)",,7.99,58,3.9,30.0,0.54,0.17,0.11,0.05,0.14,"Independently published (August 14, 2019)",978-1686407376
Python for Biologists: A complete programming course for beginners, Dr Martin Jones,39.0,244,4.8,109.0,0.85,0.08,0.05,0.02,0.0,"CreateSpace Independent Publishing Platform; 1st edition (September 7, 2013)",978-1492346135
A Student's Guide to Python for Physical Modeling: Second Edition," Jesse M. Kinder,  and , Philip Nelson",24.95,240,4.5,20.0,0.81,0.07,0.12,0.0,0.0,"Princeton University Press; School edition (August 3, 2021)",978-0691223650
Machine Learning with Python for Everyone (Addison-Wesley Data & Analytics Series), Mark Fenner,49.99,592,4.6,37.0,0.65,0.3,0.05,0.0,0.0,"Addison-Wesley Professional; 1st edition (August 16, 2019)",978-0134845623
Introduction to Python Programming for Business and Social Science Applications," Frederick Kaefer,  and , Paul Kaefer",48.72,392,5.0,3.0,1.0,0.0,0.0,0.0,0.0,"SAGE Publications, Inc; 1st edition (August 6, 2020)",
"Programming the Raspberry Pi, Third Edition: Getting Started with Python", Simon Monk,15.0,192,4.6,145.0,0.73,0.15,0.07,0.03,0.01,"McGraw Hill TAB; 3rd edition (June 3, 2021)",978-1264257355
The Quick Python Book, Naomi Ceder,29.99,472,4.4,95.0,0.67,0.18,0.07,0.01,0.07,"Manning; 3rd edition (June 14, 2018)", 
Advancing into Analytics: From Excel to Python and R, George Mount,39.49,250,4.6,61.0,0.74,0.2,0.03,0.04,0.0,"O'Reilly Media; 1st edition (May 11, 2021)",978-1492094340
"Tiny Python Projects: 21 small fun projects for Python beginners designed to build programming skill, teach new algorithms and techniques, and introduce software testing", Ken Youens-Clark,39.99,440,4.6,49.0,0.77,0.1,0.07,0.07,0.0,"Manning (September 1, 2020)", 
"PYTHON CRASH COURSE: A PRACTICAL BEGINNER'S GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS, INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE, ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING, WITH HANDS-ON PROJECT", ERICK THOMPSON,14.99,145,3.8,12.0,0.6,0.13,0.27,0.0,0.0,"Independently published (September 18, 2020)",979-8683845827
"Bayesian Analysis with Python: Introduction to statistical modeling and probabilistic programming using PyMC3 and ArviZ, 2nd Edition", Osvaldo Martin,46.99,356,4.1,44.0,0.55,0.21,0.06,0.09,0.08,"Packt Publishing (December 26, 2018)",978-1789341652
"Building Python Microservices with FastAPI: Build secure, scalable, and structured Python microservices from design concepts to infrastructure", Sherwin John C. Tragura,44.99,420,5.0,4.0,1.0,0.0,0.0,0.0,0.0,"Packt Publishing (August 30, 2022)", 
3D Deep Learning with Python: Design and develop your computer vision model with 3D data using PyTorch3D and more," Xudong Ma, Vishakh Hegde, et al.",39.99,236,5.0,2.0,1.0,0.0,0.0,0.0,0.0,"Packt Publishing (October 31, 2022)",978-1803247823
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights, Michael Walker,37.21,436,4.6,67.0,0.75,0.15,0.06,0.03,0.0,"Packt Publishing (December 11, 2020)", 
Web Development with Django: Learn to build modern web applications with a Python-based framework," Ben Shaw, Saurabh Badhwar, et al.",41.99,826,4.4,70.0,0.7,0.17,0.04,0.05,0.04,"Packt Publishing (February 25, 2021)",978-1839212505
"Monty Python Speaks, Revised and Updated Edition: The Complete Oral History"," David Morgan,  and , John Oliver",17.99,432,4.6,41.0,0.74,0.18,0.04,0.04,0.0,"Dey Street Books; Revised, Updated edition (January 8, 2019)",978-0062866448
"Doing Math with Python: Use Programming to Explore Algebra, Statistics, Calculus, and More!", Amit Saha,29.95,264,4.5,163.0,0.72,0.18,0.05,0.02,0.03,"No Starch Press; 1st edition (August 1, 2015)",978-1593276409
"Hands-On Explainable AI (XAI) with Python: Interpret, visualize, explain, and integrate reliable AI for fair, secure, and trustworthy AI apps", Denis Rothman,51.99,454,3.7,24.0,0.37,0.23,0.24,0.15,0.0,"Packt Publishing (July 31, 2020)",978-1800208131
Developing IoT Projects with ESP32: Automate your home or business with inexpensive Wi-Fi devices, Vedat Ozan Oner,46.99,474,4.1,22.0,0.47,0.27,0.18,0.08,0.0,"Packt Publishing (September 13, 2021)", 
"Hands-On Data Structures and Algorithms with Python: Store, manipulate, and access data effectively and boost the performance of your applications, 3rd Edition", Dr. Basant Agarwal,44.99,496,4.8,13.0,0.83,0.17,0.0,0.0,0.0,"Packt Publishing; 3rd ed. edition (July 29, 2022)",978-1801073448
"PHP 8 Programming Tips, Tricks and Best Practices: A practical guide to PHP 8 features, usage changes, and advanced programming techniques"," Doug Bierer,  and , Cal Evans",51.99,528,4.6,12.0,0.78,0.08,0.14,0.0,0.0,"Packt Publishing (August 27, 2021)",978-1801071871
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically, Jeff Prosise,62.99,425,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"O'Reilly Media; 1st edition (December 20, 2022)", 
PYTHON: This Book Includes: Learn How To Develop Programs And Apps In 7 Days With Python Programming And Start Deep Hands-on Learning For Beginners of Data Science And Machine Learning.," Oliver R. Simpson,  and , Code Developer Academy",24.38,381,4.1,64.0,0.55,0.23,0.12,0.02,0.08,"Independently published (May 17, 2020)", 
Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week, Timothy C. Needham,13.66,135,4.3,3142.0,0.66,0.16,0.1,0.03,0.05,"Independently published (September 21, 2017)",66
"Numerical Python: Scientific Computing and Data Science Applications with Numpy, SciPy and Matplotlib", Robert Johansson,51.99,723,4.4,114.0,0.68,0.15,0.11,0.03,0.04,"Apress; 2nd ed. edition (December 25, 2018)",978-1484242452
Designing Production-Grade and Large-Scale IoT Solutions: A comprehensive and practical guide to implementing end-to-end IoT solutions, Mohamed Abdelaziz,31.5,412,4.8,8.0,0.84,0.16,0.0,0.0,0.0,"Packt Publishing (May 26, 2022)",-30%
Learning Scientific Programming with Python, Christian Hill,51.63,570,4.5,55.0,0.69,0.18,0.05,0.05,0.03,"Cambridge University Press; 2nd edition (December 10, 2020)",978-1108745918
Mastering spaCy: An end-to-end practical guide to implementing NLP applications using the Python ecosystem, Duygu Altinok,46.99,356,4.0,31.0,0.44,0.29,0.21,0.06,0.0,"Packt Publishing (July 9, 2021)",978-1800563353
Natural Language Processing with Python: Analyzing Text with the Natural Language Toolkit," Steven Bird, Ewan Klein, et al.",50.23,502,4.4,180.0,0.64,0.19,0.08,0.06,0.02,"O'Reilly Media; 1st edition (August 4, 2009)", 
Automate the Boring Stuff with Python: Practical Programming for Total Beginners, Al Sweigart,59.99,504,4.7,1386.0,0.78,0.14,0.05,0.01,0.01,"No Starch Press; 1st edition (May 1, 2015)",978-1593275990
Python for Civil and Structural Engineers, Vittorio Lora,19.99,162,3.8,17.0,0.39,0.23,0.22,0.08,0.08,"Independently published (October 10, 2019)",978-1698951010
Advanced Python Scripting for ArcGIS Pro, Paul A. Zandbergen,40.99,290,4.4,43.0,0.72,0.13,0.1,0.06,0.0,"Esri Press; 1st edition (July 14, 2020)", 
Web Scraping with Python: Collecting More Data from the Modern Web, Ryan Mitchell,33.49,Parse complicated HTML  ,4.6,180.0,0.76,0.13,0.06,0.02,0.03,"O'Reilly Media; 2nd edition (May 8, 2018)",978-1491985571
"Python Programming for the Absolute Beginner, 3rd Edition", Michael Dawson,40.49,455,4.3,688.0,0.64,0.16,0.13,0.03,0.05,"Course Technology; 3rd edition (January 1, 2010)", 
Murach's Python Programming," Michael Urban, Joel Murach, et al.",34.3,590,4.5,213.0,0.71,0.16,0.08,0.01,0.03,"Mike Murach & Associates (December 13, 2016)",978-1890774974
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python, Robert Loredo,41.99,510,4.5,92.0,0.71,0.17,0.06,0.02,0.04,"Packt Publishing (September 28, 2020)", 
Hands-On Gradient Boosting with XGBoost and scikit-learn: Perform accessible machine learning and extreme gradient boosting with Python," Corey Wade,  and , Kevin Glynn",41.99,310,4.7,30.0,0.77,0.12,0.11,0.0,0.0,"Packt Publishing (October 16, 2020)", 
"Python Natural Language Processing Cookbook: Over 50 recipes to understand, analyze, and generate text for implementing language processing tasks", Zhenya Antić,37.99,284,4.2,39.0,0.62,0.17,0.07,0.07,0.07,"Packt Publishing (March 19, 2021)",978-1838987312
Python Concurrency with asyncio, Matthew Fowler,44.49,376,3.9,8.0,0.64,0.18,0.18,0.0,0.0,"Manning (March 1, 2022)",978-1617298660
"Make a Raspberry Pi-Controlled Robot: Building a Rover with Python, Linux, Motors, and Sensors", Wolfram Donat,9.59,168,4.0,38.0,0.47,0.29,0.07,0.13,0.04,"Make Community, LLC; 1st edition (December 16, 2014)",99
Starting Out with Python, Tony Gaddis,139.99,744,4.6,606.0,0.76,0.12,0.06,0.02,0.03,"Pearson; 4th edition (March 6, 2017)",$139.99 
Classic Computer Science Problems in Python, David Kopec,29.99,224,4.4,135.0,0.66,0.16,0.1,0.04,0.04,"Manning; 1st edition (March 15, 2019)",978-1617295980
Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science),,92.39,398,4.2,20.0,0.65,0.17,0.07,0.11,0.0,"Chapman and Hall/CRC; 1st edition (December 29, 2021)",978-0367894368
Macramè For Beginners: Discover the Art of Macramè | Decorate Your House with Elegant Handmade Projects | Learn Basic Knot Patterns with Step-by-Step Images as You Relax in the Comfort of Your Home, Michelle Yates,18.96,172,4.8,87.0,0.91,0.05,0.03,0.0,0.0,"Independently published (September 17, 2022)",979-8353349204
"Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries, 4th Edition"," Steven F. Lott,  and , Dusty Phillips",38.24,714,4.3,74.0,0.6,0.16,0.19,0.04,0.02,"Packt Publishing; 4th ed. edition (July 2, 2021)",978-1801077262
"The Computer Programming Bible: A Step by Step Guide On How To Master From The Basics to Advanced of Python, C, C++, C#, HTML Coding Raspberry Pi3", C.P.A Inc,12.74,231,4.4,184.0,0.66,0.19,0.08,0.05,0.03,"Independently published (January 16, 2020)",978-1661846282
Learn python programming for beginners: A beginner's guide comprehending python. Develop your programming skills and learn all the tricks with this crash course., Willard D. Sanders,19.95,145,3.9,21.0,0.58,0.06,0.15,0.07,0.14,"Independently published (September 29, 2020)",979-8691180538
"Python Crash Course: A Hands-On, Project-Based Introduction to Programming", Eric Matthes,34.0,560,4.5,1291.0,0.73,0.16,0.06,0.02,0.03,"No Starch Press; 1st edition (November 30, 2015)",978-1593276034
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,,57.4,640,4.4,111.0,0.7,0.14,0.08,0.02,0.05,"Pearson (March 22, 2019)",978-0135224335
Using Asyncio in Python: Understanding Python's Asynchronous Programming Features, Caleb Hattingh,30.49,163,4.3,62.0,0.64,0.18,0.07,0.02,0.08,"O'Reilly Media; 1st edition (March 10, 2020)",978-1492075332
"Introduction to Computation and Programming Using Python, third edition: With Application to Computational Modeling and Understanding Data", John V. Guttag,55.0,496,4.6,123.0,0.77,0.12,0.06,0.04,0.02,"The MIT Press; 3rd edition (January 5, 2021)",978-0262542364
"Python Cheat Sheet, Cover the Basic Python Syntaxes, A Reference Guide: Python Programming Synatx Book, Syntax Table & Chart, Quick Study Workbook (Syntax Series)",,13.99,168,5.0,4.0,1.0,0.0,0.0,0.0,0.0,"Independently published (March 13, 2022)",99
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python, Kunal Sawarkar,46.99,366,4.3,15.0,0.61,0.28,0.11,0.0,0.0,"Packt Publishing (April 29, 2022)", 
"Practical Fraud Prevention: Fraud and AML Analytics for Fintech and eCommerce, Using SQL and Python"," Gilit Saporta,  and , Shoshana Maraney",43.49,394,4.5,28.0,0.76,0.11,0.05,0.08,0.0,"O'Reilly Media; 1st edition (April 26, 2022)",978-1492093329
Dive Into Algorithms: A Pythonic Adventure for the Intrepid Beginner, Bradford Tuckfield,39.95,248,4.5,88.0,0.7,0.19,0.09,0.02,0.0,"No Starch Press (January 25, 2021)",978-1718500686
Real-World Python: A Hacker's Guide to Solving Problems with Code, Lee Vaughan,34.95,360,4.7,96.0,0.79,0.15,0.02,0.02,0.01,"No Starch Press (November 5, 2020)", 
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers, Al Sweigart,19.37,416,4.7,363.0,0.83,0.11,0.03,0.02,0.01,"No Starch Press; Illustrated edition (January 23, 2018)", 
PYTHON: 2 books in 1 : Learn python programming for beginners and machine learning, Willard D. Sanders,24.9,241,3.8,14.0,0.4,0.27,0.15,0.09,0.09,"Independently published (October 28, 2020)",979-8691155918
"Mastering Python Networking: Your one-stop solution to using Python for network automation, programmability, and DevOps, 3rd Edition"," Eric Chou, Michael Kennedy, et al.",57.99,576,4.6,146.0,0.76,0.13,0.09,0.01,0.01,"Packt Publishing; 3rd edition (January 30, 2020)",978-1839214677
Python: Programming Basics for Absolute Beginners (Step-By-Step Python),,16.38,101,4.0,187.0,0.52,0.19,0.14,0.06,0.09,"CreateSpace Independent Publishing Platform; 2nd edition (April 5, 2018)",978-1987518979
The Greedy Python/Ready-to-Read Level 1 (The World of Eric Carle),,4.99,24,4.7,323.0,0.82,0.11,0.05,0.01,0.02,"Simon Spotlight; Reprint edition (May 1, 2012)",978-1442445765
The Complete Monty Python's Flying Circus; All the Words Volume One," Graham Chapman, Eric Idle, et al.",19.95,352,4.8,75.0,0.84,0.11,0.05,0.0,0.0,"Pantheon (November 12, 1989)",978-0679726470
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript, Al Sweigart,35.99,328,5.0,16.0,1.0,0.0,0.0,0.0,0.0,"No Starch Press (August 16, 2022)",978-1718502024
Learning Python with Raspberry Pi," Alex Bradbury,  and , Ben Everard",17.39,288,4.2,162.0,0.53,0.29,0.09,0.04,0.05,"Wiley; 1st edition (March 10, 2014)",978-1118717059
CPython Internals: Your Guide to the Python 3 Interpreter, Anthony Shaw,39.99,394,4.7,157.0,0.81,0.13,0.03,0.02,0.01,"Real Python (realpython.com) (May 5, 2021)",978-1775093343
Python For Dummies," Stef Maruch,  and , Aahz Maruch",16.59,432,4.3,324.0,0.65,0.16,0.1,0.04,0.06,"For Dummies; 1st edition (September 14, 2006)",978-0471778646
PYTHON FOR BEGINNERS: Enter the Real World of Python and Learn How to Think Like a Programmer, Oliver Moore,14.99,142,4.2,20.0,0.52,0.34,0.07,0.07,0.0,"Independently published (January 28, 2022)",979-8408663415
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaw's Hard Way Series),,28.56,240,4.6,106.0,0.78,0.13,0.04,0.02,0.03,"Addison-Wesley Professional; 1st edition (September 13, 2017)",978-0134123486
Learn to Code by Solving Problems: A Python Programming Primer, Daniel Zingaro,23.06,336,4.7,49.0,0.77,0.15,0.08,0.0,0.0,"No Starch Press (June 21, 2021)",978-1718501324
Introduction to Machine Learning with Python: A Guide for Data Scientists,,49.35,398,4.5,591.0,0.75,0.15,0.03,0.03,0.05,"O'Reilly Media; 1st edition (November 15, 2016)",978-1449369415
Python for MBAs," Mattan Griffel,  and , Daniel Guetta",16.99,493,4.5,22.0,0.81,0.06,0.07,0.07,0.0,"Columbia Business School Publishing (May 4, 2021)",
Python by Example: Learning to Program in 150 Challenges, Nichola Lacey,23.99,191,4.5,372.0,0.7,0.17,0.07,0.03,0.02,"Cambridge University Press; 1st edition (July 11, 2019)",978-1108716833
Python for Microcontrollers: Getting Started with MicroPython, Donald Norris,16.63,288,4.2,80.0,0.53,0.29,0.09,0.07,0.02,"McGraw Hill TAB; 1st edition (November 17, 2016)",978-1259644535
"Python Testing with pytest: Simple, Rapid, Effective, and Scalable", Brian Okken,34.99,274,4.4,41.0,0.68,0.2,0.06,0.06,0.0,"Pragmatic Bookshelf; 2nd edition (March 29, 2022)",978-1680508604
Beware the Burmese Pythons: And Other Invasive Animal Species," Etta Kaner,  and , Phil Nicholls",19.99,48,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"Kids Can Press (October 4, 2022)",978-1525304460
Python Programming for Beginners: A Kid's Guide to Coding Fundamentals, Patricia Foster,14.4,198,4.7,93.0,0.77,0.18,0.05,0.0,0.0,"Rockridge Press (November 3, 2020)",978-1646113880
"Learn Python: This Book Includes: Crash Course and Coding. A Guide to Master Python, Data Science and Analysis. Advanced Methods to Learn How to Create Codes with This Machine Learning Tool", Eric Wall,18.99,262,4.8,169.0,0.9,0.05,0.03,0.01,0.0,"Independently published (November 1, 2020)",979-8556824027
Alligator vs. Python (Who Would Win?) (12),,4.99,32,4.8,414.0,0.9,0.04,0.03,0.02,0.0,"Scholastic Inc.; Illustrated edition (September 1, 2014)",978-0545451925
"Continuous Delivery with Docker and Jenkins: Create secure applications by building complete CI/CD pipelines, 2nd Edition", Rafal Leszko,46.99,350,4.4,80.0,0.6,0.28,0.1,0.02,0.0,"Packt Publishing; 2nd edition (May 31, 2019)",978-1838552183
"Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications, 2nd Edition", Alan D. Moore,39.99,664,4.4,62.0,0.66,0.15,0.13,0.06,0.0,"Packt Publishing; 2nd ed. edition (October 28, 2021)",79
Coding for Kids: Python: Learn to Code with 50 Awesome Games and Activities, Adrienne Tacke,12.73,232,4.6,1512.0,0.73,0.17,0.06,0.02,0.02,"Rockridge Press (March 19, 2019)",99
Python Pocket Reference: Python In Your Pocket (Pocket Reference (O'Reilly)),,13.79,262,4.5,845.0,0.7,0.19,0.06,0.02,0.02,"O'Reilly Media; Fifth edition (March 11, 2014)",$13.79 
El lenguaje de programación Python de principio a fin (Spanish Edition), Angel Pablo Hinojosa Gutiérrez,20.58,744,4.8,17.0,0.81,0.19,0.0,0.0,0.0,"Independently published (July 13, 2022)",979-8840562086
Become an Awesome Software Architect: Book 1: Foundation 2019,,49.99,190,4.2,87.0,0.56,0.22,0.11,0.02,0.08,"Independently published (October 7, 2019)",978-1697271065
Introduction to Radar With Python and Matlab, Lee Andrew Harrison,159.0,464,4.2,12.0,0.55,0.21,0.12,0.12,0.0,"Artech House (October 31, 2019)", 
Python for Tweens and Teens - 2nd Edition (Black & White Version): Learn Computational and Algorithmic Thinking, Aristides Bouras,34.99,360,4.5,61.0,0.7,0.19,0.06,0.03,0.03,"Independently published (February 28, 2022)",979-8411806373
Game Development Using Python, James R. Parker PhD,69.95,338,4.7,5.0,0.75,0.25,0.0,0.0,0.0,"Mercury Learning and Information; 2nd edition (February 8, 2021)", 
Guide to Programming with Python, Michael Dawson,6.04,496,4.1,12.0,0.57,0.07,0.25,0.12,0.0,"Cengage Learning; 1st edition (March 13, 2007)",978-1423901129
"The Python Bible 7 in 1: Volumes One To Seven (Beginner, Intermediate, Data Science, Machine Learning, Finance, Neural Networks, Computer Vision)", Florian Dedov,39.99,507,4.5,150.0,0.75,0.13,0.06,0.03,0.04,"Independently published (March 23, 2020)",979-8629849124
"Architecture Patterns with Python: Enabling Test-Driven Development, Domain-Driven Design, and Event-Driven Microservices"," Harry Percival,  and , Bob Gregory",45.49,304,4.6,390.0,0.75,0.15,0.06,0.02,0.02,"O'Reilly Media; 1st edition (March 31, 2020)",978-1492052203
"Deep Learning with Python, Second Edition", Francois Chollet,39.49,504,4.7,197.0,0.83,0.08,0.03,0.02,0.03,"Manning; 2nd edition (December 21, 2021)",978-1617296864
Learning Python: Powerful Object-Oriented Programming,,46.99,1650,4.5,1724.0,0.74,0.14,0.07,0.03,0.03,"O'Reilly Media; 5th edition (June 12, 2013)",Python
"Learning Python, 5th Edition",,58.55,1643,4.5,1724.0,0.74,0.14,0.07,0.03,0.03,"O'Reilly Media; Fifth edition (July 30, 2013)", 
Python Programming Language, Berajah Jayne,7.95,6,4.6,1505.0,0.75,0.17,0.06,0.01,0.01,"QuickStudy Reference Guides; First Edition, New (May 1, 2019)",79
"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming", Eric Matthes,23.99,544,4.7,7767.0,0.81,0.13,0.04,0.01,0.01,"No Starch Press; 2nd edition (May 21, 2019)",
The Big Book of Small Python Projects: 81 Easy Practice Programs, Al Sweigart,25.49,432,4.5,145.0,0.76,0.13,0.05,0.01,0.05,"No Starch Press (June 25, 2021)",978-1718501249
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices", Enes Bilgin,46.99,544,4.5,36.0,0.71,0.17,0.08,0.04,0.0,"Packt Publishing (December 18, 2020)",978-1838644147
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition"," Joseph Howse,  and , Joe Minichino",36.99,372,4.3,87.0,0.6,0.21,0.08,0.08,0.03,"Packt Publishing (February 20, 2020)", 
Ace the Data Science Interview, Skov Bash,19.49,180,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"Independently published (November 29, 2022)",979-8366176859
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control"," Steven L. Brunton,  and , J. Nathan Kutz",64.99,614,4.8,33.0,0.91,0.05,0.04,0.0,0.0,"Cambridge University Press; 2nd edition (July 28, 2022)",978-1009098489
Leading a Data Driven Organization: A Practical Guide to Transforming Yourself and Your Organization to Win the Data Science Revolution, Gordon Summers,2.99,108,5.0,5.0,1.0,0.0,0.0,0.0,0.0,,
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data, Nathan George,51.99,620,4.8,24.0,0.85,0.06,0.09,0.0,0.0,"Packt Publishing (September 30, 2021)",978-1801071970
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications, Chip Huyen,32.23,386,4.7,186.0,0.8,0.13,0.06,0.01,0.01,"O'Reilly Media; 1st edition (June 21, 2022)",978-1098107963
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines"," Chris Fregly,  and , Antje Barth",31.99,521,4.4,159.0,0.71,0.14,0.06,0.06,0.03,"O'Reilly Media; 1st edition (May 11, 2021)", 
Getting Started with Data Science: Making Sense of Data with Analytics (IBM Press),,43.14,608,4.5,101.0,0.72,0.13,0.07,0.04,0.03,"IBM Press; 1st edition (December 13, 2015)",978-0133991024
How to Lead in Data Science," Jike Chong,  and , Yue Cathy Chang",43.49,512,4.8,32.0,0.88,0.06,0.06,0.0,0.0,"Manning (December 21, 2021)", 
Fundamentals of Data Engineering: Plan and Build Robust Data Systems," Joe Reis,  and , Matt Housley",48.99,446,4.9,91.0,0.94,0.05,0.01,0.0,0.0,"O'Reilly Media; 1st edition (July 26, 2022)", 
Data Structures the Fun Way: An Amusing Adventure with Coffee-Filled Examples, Jeremy Kubica,39.99,304,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"No Starch Press (November 8, 2022)",978-1718502604
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks", Jonathan Schwabish,25.98,464,4.4,263.0,0.72,0.13,0.07,0.02,0.06,"Columbia University Press (February 9, 2021)",978-0231193115
Think Like a Data Scientist: Tackle the data science process step-by-step, Brian Godsey,29.59,328,4.5,33.0,0.59,0.33,0.06,0.02,0.0,"Manning; 1st edition (April 2, 2017)",978-1633430273
The Self-Taught Computer Scientist: The Beginner's Guide to Data Structures & Algorithms, Cory Althoff,19.49,224,4.5,98.0,0.76,0.09,0.12,0.02,0.02,"Wiley; 1st edition (October 1, 2021)",978-1119724414
Practical Statistics for Data Scientists: 50 Essential Concepts," Peter Bruce,  and , Andrew Bruce",60.0,318,4.5,402.0,0.71,0.15,0.07,0.02,0.05,"O'Reilly Media; 1st edition (June 13, 2017)",978-1491952962
Data Conscience: Algorithmic Siege on our Humanity," Brandeis Hill Marshall,  and , Timnit Gebru",35.49,352,4.5,5.0,0.75,0.25,0.0,0.0,0.0,"Wiley; 1st edition (September 21, 2022)",978-1119821182
Algorithmic Finance: A Companion To Data Science, Christopher Hian-ann Ting,119.21,408,3.5,2.0,0.5,0.5,0.0,0.0,0.0,"WSPC (May 6, 2022)", 
The Art of Statistics: How to Learn from Data, David Spiegelhalter,17.99,448,4.6,2906.0,0.73,0.19,0.06,0.01,0.02,"Basic Books (August 17, 2021)",978-1541675704
Democracy's Data: The Hidden Stories in the U.S. Census and How to Read Them, Dan Bouk,25.49,384,4.6,10.0,0.73,0.14,0.14,0.0,0.0,"MCD (August 23, 2022)",978-0374602543
Machine Learning with Quantum Computers (Quantum Science and Technology),,101.24,326,4.6,7.0,0.81,0.19,0.0,0.0,0.0,"Springer; 2nd ed. 2021 edition (October 18, 2021)",PennyLane
